Days,Corr,K_best,Reg,Features,Mean absolute error
20,0.2,40,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2370962783011485
20,0.2,40,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2993190711840086
20,0.2,60,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.1797977841630614
20,0.2,60,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2383317714323976
20,0.2,60,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2297588556641808
20,0.2,60,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",2.3237190960117324
20,0.2,60,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3199510569877158
20,0.2,60,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2963489048094832
20,0.2,80,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.190441729941183
20,0.2,80,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2383255845579986
20,0.2,80,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2298612487411602
20,0.2,80,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",2.5479253827902415
20,0.2,80,"MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(100,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=200, momentum=0.9,
       n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
       random_state=None, shuffle=True, solver='adam', tol=0.0001,
       validation_fraction=0.1, verbose=False, warm_start=False)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.3126179592915026
20,0.2,80,"RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
           max_features='auto', max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","[['TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2773255163264055
20,0.2,100,"Ridge(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=None,
   normalize=False, random_state=None, solver='auto', tol=0.001)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.1647547873486066
20,0.2,100,"Lasso(alpha=1.0, copy_X=True, fit_intercept=True, max_iter=1000,
   normalize=False, positive=False, precompute=False, random_state=None,
   selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2349448016512548
20,0.2,100,"ElasticNet(alpha=1.0, copy_X=True, fit_intercept=True, l1_ratio=0.5,
      max_iter=1000, normalize=False, positive=False, precompute=False,
      random_state=None, selection='cyclic', tol=0.0001, warm_start=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",1.2273317826669903
20,0.2,100,"SVR(C=1.0, cache_size=200, coef0=0.0, degree=3, epsilon=0.1,
  gamma='auto_deprecated', kernel='rbf', max_iter=-1, shrinking=True,
  tol=0.001, verbose=False)","[['TDmin_227', 'TDmin_350', 'TD_350', 'TDmax_350', 'TDmin_224', 'TDmax_28', 'TDmin_236', 'TD_28', 'TD_224', 'TDmin_58', 'TDmin_28', 'TDmax_224', 'TD_236', 'TD_58', 'TDmax_236', 'TDmax_58', 'TDmin_8', 'TD_8', 'TDmax_8', 'TDmin_16', 'TDmax_348', 'TD_16', 'TD_348', 'TDmin_210', 'TDmin_348', 'TDmax_16', 'TDmin_2', 'TD_210', 'TD_2', 'TDmax_210', 'TDmin_202', 'TDmax_2', 'TD_202', 'TDmax_202', 'TDmin_207', 'TD_207', 'TDmax_207', 'TDmin_112', 'TD_112', 'TDmax_112', 'TDmin_218', 'TD_218', 'TDmin_206', 'TDmax_218', 'TDmin_186', 'TD_206', 'TD_186', 'TDmin_98', 'TDmax_206', 'TD_98', 'TDmax_186', 'TDmax_98', 'TDmin_11', 'TD_11', 'TDmax_29', 'TD_29', 'TDmin_10', 'TDmin_29', 'TDmax_11', 'TD_10', 'TDmax_10', 'TDmin_353', 'TD_353', 'TDmax_353', 'TDmin_13', 'TD_13', 'TDmax_13', 'TDmin_355', 'TD_355', 'TDmax_355', 'TDmax_65', 'TD_65', 'TDmin_65', 'TDmin_349', 'TDmin_211', 'TD_349', 'TD_211', 'TDmax_349', 'TDmax_211', 'TDmax_271', 'TD_271', 'TDmin_271', 'TDmax_228', 'TDmin_228', 'TD_228', 'TDmin_59', 'TD_59', 'TDmax_59', 'TDmin_33', 'TDmin_64', 'TD_64', 'TDmax_64', 'TD_33', 'TDmax_33', 'TDmin_232', 'TD_232', 'TDmax_232', 'TDmax_36', 'TD_36', 'TDmin_36']]",2.5432438858398294
